"FMID","Market_Name","Address_Street_Number","Address_City","Address_State","Address_Zip","Latitude","Longitude","Spring_Day_A","Spring_Freq_A","Spring_Day_B","Spring_Freq_B","Summer_Day_A","Summer_Freq_A","Summer_Day_B","Summer_Freq_B","Fall_Day_A","Fall_Freq_A","Fall_Day_B","Fall_Freq_B","Accepts_CreditCards","Items","UpdateTime"
"1000194985","Virginia AVE Market","2780 Virginia AVE","Batavia","OH","45103","39.071436","-84.18206","Sunday","weekly","Saturday","weekly","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2016 May 27"
"1000573087","Woodland DR Farmers Market","3035 Woodland DR","Fort Pierce","FL","34982","27.441676","-80.320414","Sunday","weekly","","","Friday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2013/5/31"
"1000443091","South Carolina Home Grown Farmers Market","5515 New Street","Lancaster","SC","29720","34.720068","-80.770411","SATURDAY","WEEKLY","FRIDAY","FIRST OF MONTH","SATURDAY","WEEKLY","SUNDAY","WEEKLY","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/10/9"
"1000424116","Clark Street Farmers Market","782 Clark Street","Mullins","SC","29574","34.199396","-79.249755","","","","","","","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2012/1/12"
"1000478882","Georgia Home Grown Market","975 Washington Avenue","Marietta","GA","30064","33.950533","-84.540441","Saturday","first of month","","","Sunday","weekly","","","Saturday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/3/30"
"1000923057","1st Avenue Farmers Market","730 1st Avenue","Brownsville","TX","78521","25.919524","-97.478132","Saturday","every other week","","","Saturday","first of month","Wednesday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2015/4/7"
"1000812025","Missouri Home Grown Farmers Market","714 Primrose Lane","Crystal City","MO","63019","38.220248","-90.379819","","","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/10/26"
"1000455851","QXQ Farmers Market","198 Washington Street","Erie","PA","16502","42.119447","-80.081384","","","","","Sunday","every other week","Saturday","every other week","Sunday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014/8/25"
"1000410657","Oak ST Farmers Market","8338 Oak ST","Camdenton","MO","65020","37.999937","-92.738854","","","","","Sunday","first of month","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/6/6"
"1000870812","2nd ST W Market","4213 2nd ST W","Austin","TX","78726","30.257468","-97.740587","TUESDAY","WEEKLY","","","SUNDAY","WEEKLY","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2012/6/6"
"1000588503","John Street Farmers Market","7416 John Street","Fort Worth","TX","76106","32.748767","-97.33195","SUNDAY","EVERY OTHER WEEK","","","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/12/24"
"1000404307","Cedar Lane Market","905 Cedar Lane","San Antonio","TX","78253","29.449068","-98.499825","","","","","SUNDAY","WEEKLY","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2016/12/20"
"1000373458","Maryland Home Grown Farmers Market","1668 Riverside Drive","Riverdale","MD","20737","38.959785","-76.921701","","","","","Saturday","every other week","Friday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2017/9/14"
"1000391492","7th Street Farmers Market","6466 7th Street","Staunton","VA","24401","38.149248","-79.06028","","","","","Sunday","weekly","Saturday","weekly","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2012/1/1"
"1000054200","Ridge Road Farmers Market","604 Ridge Road","Sioux Falls","SD","57106","43.538739","-96.727746","Thursday","every other week","","","Sunday","every other week","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2012/5/4"
"1000475635","Olive Street Market","6579 Olive Street","Ripley","MS","38663","34.72005","-88.939428","Sunday","weekly","","","Saturday","weekly","Wednesday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2015/6/19"
"1000759896","Florida Home Grown Farmers Market","7892 Riverside Drive","Jupiter","FL","33458","26.920705","-80.099869","","","","","Sunday","first of month","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2014/10/15"
"1000926856","Texas Home Grown Farmers Market","789 Colonial Avenue","Austin","TX","78731","30.258177","-97.741943","Friday","every other week","","","Saturday","first of month","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2016/1/29"
"1000876693","Jackson Street Farmers Market","2507 Jackson Street","Freeport","ME","4032","43.848736","-70.100391","Friday","weekly","","","Saturday","first of month","Sunday","weekly","Saturday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014 Apr 02"
"1000783553","Fairview Avenue Farmers Market","8287 Fairview Avenue","Milwaukee","WI","53216","43.059603","-87.960023","Saturday","every other week","","","Thursday","weekly","Sunday","weekly","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2016/1/10"
"1000911818","Oak Lane Farmers Market","526 Oak Lane","Kingwood","TX","77345","29.990972","-95.25904","","","","","Sunday","weekly","Saturday","every other week","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2015/8/30"
"1000085232","Orange ST Farmers Market","420 Orange ST","Green Cove Springs","FL","32043","29.980365","-81.668878","Sunday","weekly","","","Saturday","weekly","Wednesday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2012 Aug 08"
"1000797090","5th ST W Market","4019 5th ST W","Guyton","GA","31312","32.32922","-81.389791","Sunday","weekly","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2017/9/12"
"1000552076","New Haven Farmers Market","49950 Walnut Avenue","New Haven","IN","46774","41.062324","-85.021159","Saturday","weekly","Wednesday","weekly","Wednesday","weekly","Sunday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/7/25"
"1000927638","Texas Home Grown Farmers Market","4715 New ST","Dallas","TX","75232","32.790432","-96.758917","","","","","Friday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016/12/3"
"1000315354","XJL Farmers Market","8481 6th Street West","Schenectady","NY","12303","42.799501","-73.919539","Friday","weekly","","","Friday","weekly","Thursday","every other week","Saturday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2014/2/25"
"1000371862","Prospect Street Farmers Market","926 Prospect Street","Lorain","OH","44055","41.439968","-82.179842","Wednesday","every other week","Saturday","weekly","Friday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2013/10/26"
"1000318889","NWO Farmers Market","85216 Water ST","Stockport","OH","43787","39.538911","-81.792005","Sunday","weekly","","","Thursday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2017/3/18"
"1000195045","3rd AVE Farmers Market","16862 3rd AVE","Beardstown","IL","62618","40.001044","-90.408988","Saturday","every other week","","","Saturday","weekly","","","Saturday","weekly","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012/12/26"
"1000383845","Iowa Home Grown Farmers Market","6679 5th Street West","Waterloo","IA","50702","42.491865","-92.35019","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","SATURDAY","WEEKLY","SUNDAY","WEEKLY","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2012 Jul 13"
"1000044521","South Carolina Home Grown Farmers Market","8702 7th Street East","Columbia","SC","29201","33.999126","-81.030732","SUNDAY","EVERY OTHER WEEK","","","MONDAY","EVERY OTHER WEEK","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2015/6/19"
"1000198463","New York Home Grown Farmers Market","670 Grove Street","Brooklyn","NY","11230","40.639197","-73.939278","Sunday","weekly","","","Saturday","weekly","Sunday","weekly","Saturday","first of month","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2013/2/21"
"1000885932","Arch Street Farmers Market","4826 Arch Street","Clarence Center","NY","14032","43.001126","-78.630149","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","SATURDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:N","2015/1/21"
"1000384255","HSZ Farmers Market","338 Creek Road","Magnolia","TX","77355","30.210568","-95.73773","Saturday","every other week","","","Sunday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013 Mar 25"
"1000545397","New Jersey Home Grown Farmers Market","377 5th Street West","Hackettstown","NJ","7840","40.847912","-74.820069","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2016/11/1"
"1000861508","New York Home Grown Farmers Market","4196 East Street","Brooklyn","NY","11235","40.639487","-73.940927","Saturday","weekly","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2013/8/27"
"1000332392","Creek Road Farmers Market","8031 Creek Road","Sturgis","MS","39769","33.34006","-89.040934","WEDNESDAY","WEEKLY","","","SATURDAY","WEEKLY","","","SUNDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013 Jun 08"
"1000280133","Florida Home Grown Farmers Market","162 Main Street North","Jacksonville","FL","32217","30.329011","-81.651502","WEDNESDAY","WEEKLY","SATURDAY","WEEKLY","SATURDAY","WEEKLY","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/9/26"
"1000636696","2nd ST E Farmers Market","5498 2nd ST E","Montgomery Village","MD","20886","39.178175","-77.190486","","","","","SUNDAY","WEEKLY","","","SUNDAY","EVERY OTHER WEEK","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:Y","2016/7/17"
"1000012436","Indiana Home Grown Market","726 Ridge Avenue","Avon","IN","46123","39.759212","-86.388425","Saturday","every other week","","","Sunday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2014 Jul 10"
"1000111079","1st Street Market","550 1st Street","Wilmington","NC","28405","34.210232","-77.909503","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2013/11/18"
"1000933275","Minnesota Home Grown Farmers Market","818 Grant Avenue","East Grand Forks","MN","56721","47.928739","-97.01136","SUNDAY","EVERY OTHER WEEK","SATURDAY","WEEKLY","SUNDAY","WEEKLY","","","SUNDAY","WEEKLY","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2015/11/23"
"1000334980","Ohio Home Grown Farmers Market","2771 Main ST","Columbus","OH","43207","39.980423","-82.981019","WEDNESDAY","WEEKLY","","","SUNDAY","FIRST OF MONTH","SATURDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2016 Feb 05"
"1000072389","Woodland Drive Farmers Market","976 Woodland Drive","Johnsonburg","PA","15845","41.49165","-78.668058","Friday","weekly","Saturday","weekly","Sunday","weekly","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014 Jul 24"
"1000268868","Connecticut Home Grown Farmers Market","50127 Lake Street","Bridgeport","CT","6604","41.180049","-73.189714","Wednesday","weekly","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2012/2/16"
"1000649614","Highland Drive Farmers Market","4170 Highland Drive","Charlestown","RI","2813","41.379521","-71.648558","SUNDAY","FIRST OF MONTH","","","SATURDAY","EVERY OTHER WEEK","","","WEDNESDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2012/4/29"
"1000097983","6th Avenue Farmers Market","795 6th Avenue","Marlborough","MA","1752","42.340626","-71.539889","WEDNESDAY","EVERY OTHER WEEK","","","SUNDAY","WEEKLY","FRIDAY","WEEKLY","SUNDAY","EVERY OTHER WEEK","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2013 Jul 22"
"1000131114","Hill ST Farmers Market","933 Hill ST","Carlstadt","NJ","7072","40.820927","-74.061065","Sunday","weekly","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/8/7"
"1000241935","Mulberry Street Farmers Market","264 Mulberry Street","De Witt","AR","72042","34.280794","-91.330137","SUNDAY","WEEKLY","","","SATURDAY","WEEKLY","SUNDAY","FIRST OF MONTH","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2013/3/14"
"1000299277","Circle Drive Farmers Market","920 Circle Drive","Dewy Rose","GA","30634","34.160278","-82.949618","Saturday","weekly","","","Sunday","first of month","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014 Jun 27"
"1000069811","Holtsville Farmers Market","8654 Prospect Street","Holtsville","NY","11742","40.810451","-73.038316","SUNDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2012/3/5"
"1000587307","North Carolina Home Grown Farmers Market","88881 Creek Road","Raleigh","NC","27610","35.818854","-78.650324","Thursday","every other week","","","Saturday","every other week","Friday","every other week","Sunday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/10/2"
"1000703438","Texas Home Grown Farmers Market","6765 Bridge ST","Pasadena","TX","77505","29.659322","-95.150449","Saturday","every other week","","","Saturday","weekly","","","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2016/6/7"
"1000643918","Willow ST Farmers Market","7363 Willow ST","Westfield","PA","16950","41.908581","-77.539856","Saturday","every other week","","","Saturday","first of month","Sunday","weekly","Monday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/6/17"
"1000539928","Kansas Home Grown Farmers Market","1840 Colonial Avenue","Haysville","KS","67060","37.558804","-97.340224","FRIDAY","EVERY OTHER WEEK","","","SATURDAY","WEEKLY","SUNDAY","WEEKLY","SATURDAY","WEEKLY","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016 Jun 19"
"1000670072","Texas Home Grown Farmers Market","4263 Monroe Street","San Antonio","TX","78219","29.449494","-98.501252","Saturday","weekly","","","Saturday","every other week","Sunday","first of month","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2017 Nov 09"
"1000647156","Flushing Farmers Market","340 Ridge Road","Flushing","NY","11358","40.77028","-73.840647","WEDNESDAY","WEEKLY","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2012/1/6"
"1000667174","South Carolina Home Grown Market","266 Riverside Drive","Greenville","SC","29605","34.832014","-82.369037","Saturday","every other week","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2012 Oct 13"
"1000174006","Maple AVE Farmers Market","3401 Maple AVE","Thornton","PA","19373","39.891372","-75.527601","","","","","Sunday","every other week","Friday","first of month","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2014/3/17"
"1000074825","Florida Home Grown Farmers Market","467 Canterbury Court","Miami","FL","33143","25.771156","-80.200399","Saturday","weekly","","","Saturday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2016/3/17"
"1000168415","6th Street North Farmers Market","8109 6th Street North","Conyers","GA","30094","33.659906","-84.011458","Friday","every other week","","","Sunday","weekly","","","Saturday","first of month","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2017/3/20"
"1000582683","College Street Farmers Market","1597 College Street","Buffalo","NY","14210","42.880212","-78.851286","Saturday","every other week","","","Sunday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2017/3/18"
"1000707361","2nd Street West Farmers Market","725 2nd Street West","Astoria","NY","11102","40.780665","-73.910535","Sunday","weekly","","","Saturday","weekly","Friday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2015/9/22"
"1000733565","11th Street Farmers Market","546 11th Street","Cloquet","MN","55720","46.721159","-92.491384","","","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2017/8/26"
"1000400111","Orange ST Farmers Market","3941 Orange ST","Greeneville","TN","37745","36.161352","-82.808703","","","","","Sunday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:Y","2016/5/23"
"1000302894","New Street Farmers Market","8837 New Street","Lynbrook","NY","11563","40.649958","-73.66983","SATURDAY","WEEKLY","","","SATURDAY","WEEKLY","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2013/8/9"
"1000650176","Cincinnati Farmers Market","7700 James Street","Cincinnati","OH","45215","39.090843","-84.509176","FRIDAY","WEEKLY","","","","","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:Y","2013/8/27"
"1000269736","Columbia ST Market","2296 Columbia ST","Washington","IN","47501","38.64956","-87.17002","Sunday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/7/16"
"1000498444","Florida Home Grown Market","5321 Windsor CT","Orlando","FL","32822","28.501933","-81.369246","","","","","MONDAY","WEEKLY","FRIDAY","WEEKLY","THURSDAY","EVERY OTHER WEEK","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2016 Jun 19"
"1000167380","Massachusetts Home Grown Farmers Market","7396 Cedar Lane","Winthrop","MA","2152","42.369589","-70.979981","Sunday","every other week","","","Sunday","weekly","","","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2017/8/15"
"1000606281","Franklin Avenue Market","9936 Franklin Avenue","Greenfield","IN","46140","39.788795","-85.769516","SATURDAY","EVERY OTHER WEEK","","","SUNDAY","EVERY OTHER WEEK","SATURDAY","WEEKLY","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:Y","2014 May 16"
"1000851159","Westwego Farmers Market","234 Division Street","Westwego","LA","70094","29.898302","-90.140983","Sunday","every other week","","","Saturday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2013/9/21"
"1000751915","12th Street East Farmers Market","4835 12th Street East","New York","NY","10009","40.708666","-73.990087","SATURDAY","WEEKLY","SUNDAY","WEEKLY","WEDNESDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014/2/5"
"1000425750","Ohio Home Grown Market","481 Park AVE","Akron","OH","44321","41.079424","-81.51937","Saturday","first of month","","","Saturday","weekly","Thursday","every other week","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2015/10/27"
"1000741023","Houston Farmers Market","5231 Madison Street","Houston","TX","77034","29.760943","-95.37935","Tuesday","weekly","Saturday","weekly","Saturday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2012 Feb 09"
"1000593005","Highland Avenue Farmers Market","228 Highland Avenue","Lexington","NC","27292","35.799432","-80.248965","","","","","Sunday","weekly","Saturday","every other week","Saturday","weekly","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2017/5/20"
"1000692204","Illinois Home Grown Farmers Market","970 Dogwood Lane","Kankakee","IL","60901","41.111753","-87.860155","Thursday","weekly","","","Wednesday","every other week","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2015/8/21"
"1000248408","New York Home Grown Market","62446 Church Street","Brooklyn","NY","11217","40.64133","-73.940042","Saturday","weekly","","","Thursday","weekly","Saturday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2012 Nov 24"
"1000863537","Virginia Home Grown Farmers Market","574 Warren Street","Alexandria","VA","22306","38.820256","-77.080207","Saturday","every other week","","","Saturday","every other week","","","Saturday","every other week","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013/9/3"
"1000651093","Lincoln Street Market","75884 Lincoln Street","Mount Auburn","IL","62547","39.759072","-89.260433","WEDNESDAY","WEEKLY","","","SATURDAY","FIRST OF MONTH","","","FRIDAY","WEEKLY","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2012/12/20"
"1000543129","Ogilvie Farmers Market","460 Spring ST","Ogilvie","MN","56358","45.828531","-93.411627","","","","","Friday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2017/9/14"
"1000359967","Hillside Avenue Farmers Market","1892 Hillside Avenue","Amarillo","TX","79110","35.199072","-101.808875","","","","","MONDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:Y","2016/8/23"
"1000354243","Union Street Farmers Market","433 Union Street","Indianapolis","IN","46203","39.767395","-86.140514","","","","","Sunday","first of month","","","Sunday","every other week","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:N|plants_flowers:N|crafts:Y","2016 Sep 08"
"1000926492","Fishkill Farmers Market","7446 State Street","Fishkill","NY","12524","41.528832","-73.890277","Saturday","weekly","","","Saturday","weekly","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2014 Oct 23"
"1000772756","York Road Farmers Market","283 York Road","Bennington","NH","3442","43.000671","-71.930734","","","","","Wednesday","every other week","Sunday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2014/8/27"
"1000926581","Park Avenue Farmers Market","8044 Park Avenue","Lebanon","PA","17042","40.338471","-76.419164","Saturday","weekly","","","Sunday","weekly","Friday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:N","2012 Aug 01"
"1000421109","7th Street East Farmers Market","7115 7th Street East","Odessa","TX","79763","31.848252","-102.361488","Saturday","weekly","","","Sunday","weekly","Wednesday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:Y","2014/3/30"
"1000746558","Kentucky Home Grown Farmers Market","762 Franklin Avenue","Bradfordsville","KY","40009","37.49048","-85.13911","","","","","SATURDAY","WEEKLY","FRIDAY","WEEKLY","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2012/6/4"
"1000860715","Florida Home Grown Farmers Market","9379 Valley View DR","Casselberry","FL","32707","28.662221","-81.320351","","","","","Sunday","weekly","Saturday","every other week","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:N|crafts:N","2017/12/26"
"1000353642","12th Street East Farmers Market","742 12th Street East","Leesburg","VA","20175","39.099087","-77.550194","Saturday","weekly","","","Saturday","every other week","Wednesday","weekly","Friday","weekly","","","true","$ wine_alcohol:Y|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:Y|crafts:N","2015/3/22"
"1000098012","ORU Farmers Market","2729 Lake Street","Richardson","TX","75080","32.970033","-96.700074","","","","","SATURDAY","WEEKLY","","","SATURDAY","FIRST OF MONTH","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2013/7/12"
"1000297461","Chestnut Street Farmers Market","5060 Chestnut Street","Greenwood","IN","46142","39.60926","-86.110001","","","","","Sunday","every other week","Friday","weekly","","","","","false","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:N|plants_flowers:Y|crafts:N","2015/12/29"
"1000944460","Palm City Farmers Market","7481 Creek Road","Palm City","FL","34990","27.160185","-80.260068","","","","","Sunday","weekly","Saturday","weekly","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:Y|prepared_food:Y|plants_flowers:N|crafts:N","2013/9/9"
"1000128016","Valley Road Market","5842 Valley Road","Warren","MI","48092","42.488711","-83.019443","Sunday","first of month","Saturday","weekly","","","","","","","","","false","$ wine_alcohol:Y|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:Y|crafts:Y","2012/11/20"
"1000782980","Beech Street Market","5776 Beech Street","Chicago","IL","60630","41.829763","-87.678808","SATURDAY","EVERY OTHER WEEK","","","WEDNESDAY","EVERY OTHER WEEK","","","","","","","true","$ wine_alcohol:N|meat_eggs_seafood:N|prepared_food:Y|plants_flowers:N|crafts:N","2016/5/29"
